,log2FoldChange,padj,baseMean,t,P.Value,B
202181_at,-1.184901169,1.32E-11,9.734571286,-8.747903835,7.14E-13,18.74915334
205279_s_at,-2.576329226,1.33E-11,4.900197857,-8.744599223,7.24E-13,18.73518667
227060_at,0.975689907,1.36E-11,4.08094,8.739550472,7.40E-13,18.71384805
201306_s_at,0.822786039,1.36E-11,12.47514857,8.738943878,7.42E-13,18.71128424
225026_at,-1.025860791,1.40E-11,7.094309714,-8.732984592,7.61E-13,18.68609641
208866_at,-1.146328032,1.40E-11,9.501037571,-8.73243776,7.62E-13,18.6837851
222435_s_at,1.263596922,1.40E-11,8.768692286,8.732094491,7.64E-13,18.6823342
208159_x_at,1.590868671,1.41E-11,8.304970714,8.729994128,7.70E-13,18.67345646
218086_at,-1.861542717,1.41E-11,6.903451286,-8.729681824,7.71E-13,18.67213642
214011_s_at,1.470551783,1.41E-11,8.225200429,8.729543482,7.72E-13,18.67155168
228703_at,-1.291680892,1.42E-11,4.043605429,-8.728069232,7.77E-13,18.6653203
229810_at,-2.076702986,1.42E-11,5.950826429,-8.727645088,7.78E-13,18.66352751
218309_at,-3.271820917,1.43E-11,7.723886714,-8.72683185,7.81E-13,18.66009008
208767_s_at,1.961049807,1.45E-11,10.15137971,8.723489216,7.92E-13,18.64596113
225356_at,1.425847056,1.46E-11,10.55738071,8.721493466,7.99E-13,18.6375252
233436_at,1.791592666,1.46E-11,4.311853143,8.721432481,7.99E-13,18.63726742
1557155_a_at,3.613493541,1.46E-11,5.326966857,8.720351968,8.03E-13,18.6327001
209005_at,-1.333686064,1.48E-11,7.684947571,-8.718523542,8.09E-13,18.62497132
226529_at,-1.114531304,1.48E-11,10.34856171,-8.717830952,8.11E-13,18.62204371
225776_at,-1.971754281,1.48E-11,6.401979143,-8.717441199,8.13E-13,18.6203962
218104_at,1.327556863,1.51E-11,7.931135571,8.712552816,8.30E-13,18.59973246
209832_s_at,1.924581085,1.52E-11,3.489028429,8.711308028,8.34E-13,18.59447053
213397_x_at,-2.414704029,1.52E-11,8.622521286,-8.71059849,8.37E-13,18.59147117
201621_at,-1.760550328,1.52E-11,9.432539143,-8.710110448,8.38E-13,18.58940811
203445_s_at,-0.923572178,1.54E-11,9.406768857,-8.707151127,8.49E-13,18.57689833
222837_s_at,1.581787199,1.55E-11,4.773707429,8.70647911,8.51E-13,18.57405753
205131_x_at,-1.479028915,1.57E-11,2.583775429,-8.703126183,8.64E-13,18.55988361
210180_s_at,1.436902506,1.58E-11,6.793227429,8.700430117,8.74E-13,18.54848629
227762_at,-2.656758646,1.61E-11,3.713534714,-8.69707763,8.86E-13,18.53431382
240052_at,-2.27253561,1.62E-11,4.916213429,-8.695298536,8.93E-13,18.52679269
223119_s_at,-1.347745408,1.63E-11,5.186415571,-8.692516906,9.04E-13,18.51503321
218781_at,1.123012069,1.65E-11,8.348012143,8.689626618,9.15E-13,18.50281421
213378_s_at,1.866667696,1.67E-11,7.085940143,8.686815137,9.26E-13,18.49092822
213702_x_at,-1.174967115,1.68E-11,12.44758429,-8.685515525,9.31E-13,18.48543385
218385_at,1.216498478,1.70E-11,6.868181571,8.682514062,9.43E-13,18.47274442
228396_at,-2.110188923,1.72E-11,6.315841857,-8.679320915,9.56E-13,18.45924441
208672_s_at,0.447233389,1.74E-11,12.00977857,8.676430513,9.68E-13,18.44702418
1557289_s_at,-1.269212246,1.74E-11,5.833189429,-8.676249672,9.68E-13,18.4462596
217916_s_at,1.048188646,1.76E-11,9.731312857,8.67410635,9.77E-13,18.43719781
238077_at,-1.725406299,1.77E-11,8.684025571,-8.671960452,9.86E-13,18.42812504
221881_s_at,1.753419066,1.78E-11,7.341443286,8.670705438,9.91E-13,18.42281885
225723_at,1.208361354,1.79E-11,7.644940714,8.670052325,9.94E-13,18.42005748
213790_at,-2.701898511,1.79E-11,8.478981857,-8.66951714,9.96E-13,18.41779471
212680_x_at,1.005079108,1.79E-11,9.566080571,8.668723491,1.00E-12,18.41443914
235611_at,-1.223519638,1.81E-11,4.931155,-8.667135086,1.01E-12,18.40772327
213488_at,-2.087166703,1.81E-11,5.964428714,-8.665887306,1.01E-12,18.40244755
203143_s_at,-2.187451548,1.83E-11,6.971157,-8.664251428,1.02E-12,18.39553088
226321_at,-0.847482885,1.83E-11,8.502217857,-8.66412824,1.02E-12,18.39501003
204799_at,1.812900454,1.85E-11,5.598365143,8.660868161,1.03E-12,18.3812259
221193_s_at,-0.982770278,1.86E-11,8.030350857,-8.659863392,1.04E-12,18.37697754
207405_s_at,-0.703682632,1.87E-11,8.697377857,-8.658677256,1.04E-12,18.3719623
214981_at,-2.483191564,1.87E-11,7.008089571,-8.658210179,1.05E-12,18.36998739
227873_at,-0.78157159,1.88E-11,7.786360286,-8.656422932,1.05E-12,18.36243046
226240_at,-1.238139706,1.90E-11,5.692718714,-8.654338568,1.06E-12,18.35361717
233087_at,-1.2425745,1.93E-11,4.515062571,-8.650291805,1.08E-12,18.33650607
230316_at,-2.900847586,1.95E-11,3.324219714,-8.647532478,1.09E-12,18.32483852
210766_s_at,1.112029546,1.96E-11,10.36930814,8.646727002,1.10E-12,18.32143262
204966_at,-1.64496619,2.01E-11,4.161694286,-8.640689437,1.13E-12,18.2959028
209317_at,1.086205669,2.01E-11,7.774035143,8.640583487,1.13E-12,18.29545479
203187_at,-1.811426148,2.01E-11,5.728577,-8.639546365,1.13E-12,18.29106926
221558_s_at,-1.806072447,2.03E-11,7.964243429,-8.637770818,1.14E-12,18.28356121
209137_s_at,1.160517872,2.04E-11,8.023695,8.636392508,1.15E-12,18.27773288
201887_at,-1.144037611,2.04E-11,9.513786,-8.635619938,1.15E-12,18.27446597
241903_at,-1.899596602,2.06E-11,8.051540857,-8.633357259,1.16E-12,18.26489788
209609_s_at,1.302417855,2.06E-11,10.65181957,8.63309787,1.16E-12,18.26380101
213923_at,1.140857981,2.07E-11,10.04869371,8.632551835,1.17E-12,18.26149201
209899_s_at,1.258923078,2.08E-11,10.21355371,8.630905973,1.17E-12,18.25453215
1556055_at,1.937806224,2.09E-11,6.355562857,8.629937815,1.18E-12,18.25043808
221620_s_at,1.3330909,2.09E-11,8.043933143,8.629863778,1.18E-12,18.25012499
225638_at,1.025950336,2.09E-11,9.171559286,8.629614204,1.18E-12,18.24906961
228243_at,-1.277838049,2.11E-11,3.094392,-8.626726002,1.20E-12,18.2368561
226149_at,-1.472941539,2.12E-11,5.742189857,-8.626212927,1.20E-12,18.23468642
204417_at,-1.399842086,2.12E-11,8.636636286,-8.625614695,1.20E-12,18.23215661
219091_s_at,-1.594296224,2.12E-11,5.097305857,-8.62503011,1.20E-12,18.22968452
207076_s_at,2.656165635,2.14E-11,8.621116571,8.623520832,1.21E-12,18.22330205
204624_at,-3.001729033,2.14E-11,3.283920286,-8.623277173,1.21E-12,18.22227165
213137_s_at,0.923725795,2.14E-11,8.786900429,8.622504949,1.22E-12,18.21900604
208905_at,0.957284441,2.16E-11,12.09464,8.620310543,1.23E-12,18.20972618
235392_at,-2.674409731,2.16E-11,5.727692429,-8.620283923,1.23E-12,18.2096136
201014_s_at,1.679736922,2.17E-11,9.476171429,8.619605703,1.23E-12,18.20674549
220613_s_at,-2.101975071,2.17E-11,3.539108,-8.61902526,1.24E-12,18.20429085
202268_s_at,1.107528427,2.18E-11,10.73920143,8.617704844,1.24E-12,18.19870692
209360_s_at,-1.793186476,2.19E-11,10.15867886,-8.616994978,1.25E-12,18.19570494
239066_at,-2.629306308,2.21E-11,6.648874286,-8.614214066,1.26E-12,18.18394456
206499_s_at,1.372713196,2.21E-11,6.876650143,8.613771106,1.26E-12,18.18207129
209448_at,1.359504996,2.21E-11,10.41047943,8.613749707,1.26E-12,18.18198079
223241_at,1.847186274,2.22E-11,6.207050286,8.612571034,1.27E-12,18.17699618
215227_x_at,0.967677334,2.23E-11,10.35291071,8.611868597,1.27E-12,18.17402556
226166_x_at,-1.801428032,2.23E-11,6.468506143,-8.611565569,1.28E-12,18.17274405
214925_s_at,-1.356200505,2.27E-11,6.490225714,-8.607287347,1.30E-12,18.15465119
228648_at,-3.218083759,2.30E-11,4.007552714,-8.603819786,1.32E-12,18.13998646
219602_s_at,-3.143688326,2.30E-11,4.834720286,-8.603811864,1.32E-12,18.13995295
214766_s_at,0.989597981,2.30E-11,8.831688571,8.603552004,1.32E-12,18.13885397
221045_s_at,-1.871215349,2.30E-11,7.615890714,-8.603506761,1.32E-12,18.13866263
227419_x_at,-1.610737931,2.30E-11,5.765955714,-8.603505026,1.32E-12,18.13865529
219512_at,1.233115896,2.31E-11,6.118574286,8.602100202,1.33E-12,18.13271406
1555817_s_at,-2.038684113,2.31E-11,3.822920143,-8.602007019,1.33E-12,18.13231998
210826_x_at,-0.937030673,2.32E-11,6.620906714,-8.600753871,1.34E-12,18.12702018
213101_s_at,0.799100336,2.32E-11,12.25761,8.600722358,1.34E-12,18.12688691
200045_at,0.975573154,2.36E-11,9.171228857,8.596876505,1.36E-12,18.11062194
213089_at,-1.494233675,2.37E-11,9.645077714,-8.595529245,1.37E-12,18.10492402
218713_at,-0.779075938,2.37E-11,8.293052714,-8.594976344,1.37E-12,18.10258566
218236_s_at,1.305790597,2.37E-11,8.792994,8.594967418,1.37E-12,18.1025479
238931_at,1.385375152,2.38E-11,1.810046914,8.59419181,1.37E-12,18.09926764
206091_at,-2.335520606,2.39E-11,4.563474286,-8.592961691,1.38E-12,18.09406509
210241_s_at,-1.745488091,2.40E-11,6.810032,-8.592159641,1.38E-12,18.09067297
241370_at,2.00731148,2.42E-11,7.067949286,8.590215527,1.40E-12,18.08245066
226362_at,-2.319638049,2.43E-11,8.881474857,-8.588510454,1.41E-12,18.0752393
213532_at,0.893262288,2.43E-11,8.463902,8.588108013,1.41E-12,18.07353722
1555971_s_at,1.503885248,2.44E-11,7.748909143,8.587142146,1.41E-12,18.0694522
208969_at,1.399539773,2.54E-11,10.06634871,8.577991674,1.47E-12,18.03075066
201990_s_at,-1.460675568,2.54E-11,8.862942143,-8.577889575,1.47E-12,18.03031883
204231_s_at,-1.640174012,2.55E-11,5.701652857,-8.577091909,1.48E-12,18.02694508
202109_at,-1.271334996,2.55E-11,8.593973,-8.576644023,1.48E-12,18.02505073
208149_x_at,1.69872201,2.55E-11,7.920314714,8.576295605,1.48E-12,18.02357708
230060_at,2.072632843,2.56E-11,3.535029286,8.575044702,1.49E-12,18.01828632
205422_s_at,-3.057815627,2.57E-11,7.829525429,-8.574577468,1.49E-12,18.01631013
1559258_a_at,4.08789159,2.60E-11,5.188478571,8.571526209,1.51E-12,18.00340456
227505_at,-0.968521934,2.60E-11,5.147981143,-8.571362073,1.51E-12,18.00271033
205061_s_at,0.817669554,2.62E-11,7.404141429,8.569141663,1.53E-12,17.99331882
201922_at,-0.83525185,2.62E-11,11.15207071,-8.568998902,1.53E-12,17.99271499
202083_s_at,1.697927275,2.63E-11,5.625329571,8.56780578,1.54E-12,17.9876685
209653_at,1.982642019,2.64E-11,7.039984857,8.567074932,1.54E-12,17.98457726
219363_s_at,1.291698007,2.64E-11,9.474025286,8.566920644,1.54E-12,17.98392467
212908_at,-1.138364172,2.66E-11,7.690581429,-8.564983486,1.55E-12,17.97573111
200957_s_at,0.962510185,2.68E-11,9.341477,8.563242762,1.57E-12,17.96836836
214427_at,1.84634677,2.70E-11,8.550742714,8.561687858,1.58E-12,17.96179154
212314_at,2.451904609,2.75E-11,8.191493143,8.556872687,1.61E-12,17.94142448
202079_s_at,-1.17985619,2.76E-11,5.431015857,-8.555482759,1.62E-12,17.93554535
226537_at,2.514492262,2.79E-11,4.132027143,8.552795584,1.64E-12,17.92417904
230493_at,-4.813260042,2.83E-11,7.273064143,-8.549947578,1.66E-12,17.91213235
208933_s_at,-1.824583154,2.89E-11,8.896083857,-8.544582869,1.70E-12,17.88944008
202994_s_at,-2.60736651,2.89E-11,9.622845429,-8.544443522,1.70E-12,17.88885064
215218_s_at,1.048613028,2.89E-11,4.737517286,8.544014795,1.70E-12,17.88703715
212800_at,1.726475736,2.90E-11,5.586603571,8.54347147,1.70E-12,17.88473891
213064_at,-0.985249403,2.94E-11,9.364829143,-8.540325708,1.73E-12,17.87143239
214552_s_at,-2.311831169,3.00E-11,5.687582286,-8.535013847,1.77E-12,17.84896306
204913_s_at,3.982111968,3.03E-11,4.703588143,8.53269884,1.78E-12,17.83917041
218281_at,1.338205669,3.08E-11,7.886435143,8.529085845,1.81E-12,17.82388706
219177_at,0.961847351,3.09E-11,6.494384286,8.527957436,1.82E-12,17.81911373
235572_at,1.16936561,3.10E-11,6.306404143,8.526882255,1.83E-12,17.81456556
208424_s_at,1.196659916,3.11E-11,6.748479429,8.526017461,1.84E-12,17.81090735
91684_g_at,1.231055223,3.11E-11,7.014366286,8.525968334,1.84E-12,17.81069954
241713_s_at,-1.185230151,3.11E-11,3.845519286,-8.52561319,1.84E-12,17.80919722
209511_at,1.038587073,3.13E-11,8.906405286,8.524312831,1.85E-12,17.80369648
238520_at,-2.002281632,3.14E-11,5.543512286,-8.523177639,1.86E-12,17.7988944
226380_at,-2.177724222,3.14E-11,7.525928571,-8.52313004,1.86E-12,17.79869305
226259_at,-1.297371934,3.15E-11,7.300829,-8.52231056,1.86E-12,17.79522649
218487_at,-1.198932691,3.16E-11,7.835643857,-8.521190022,1.87E-12,17.79048639
223068_at,0.888837595,3.16E-11,9.196641429,8.520921353,1.88E-12,17.78934986
219342_at,-2.077486779,3.17E-11,7.929561143,-8.520694948,1.88E-12,17.78839211
1555752_at,-1.538285938,3.17E-11,2.576512571,-8.520613384,1.88E-12,17.78804708
209449_at,1.2642573,3.18E-11,8.644025286,8.519408149,1.89E-12,17.78294867
232762_at,-1.32322074,3.18E-11,8.568526571,-8.519138998,1.89E-12,17.7818101
223361_at,1.724509722,3.20E-11,10.35185343,8.517577658,1.90E-12,17.77520525
221223_x_at,-1.412233103,3.21E-11,7.257578,-8.516584509,1.91E-12,17.77100398
209336_at,0.925142834,3.22E-11,7.632403857,8.515752979,1.92E-12,17.76748639
202882_x_at,0.909639916,3.23E-11,10.74306771,8.515106285,1.92E-12,17.7647507
227249_at,1.83052122,3.23E-11,7.439222429,8.514982308,1.92E-12,17.76422624
219065_s_at,0.793630311,3.25E-11,9.809113714,8.513415831,1.94E-12,17.7575996
227290_at,-2.050043961,3.25E-11,6.477061,-8.51326747,1.94E-12,17.75697199
202409_at,-4.119152498,3.28E-11,8.657174571,-8.511227156,1.95E-12,17.74834084
202679_at,0.891759344,3.29E-11,8.924443429,8.510285581,1.96E-12,17.74435768
212352_s_at,-0.715193524,3.30E-11,11.59888714,-8.50942825,1.97E-12,17.74073089
201727_s_at,1.229203003,3.32E-11,7.943899,8.507614426,1.98E-12,17.7330578
212326_at,-1.614147637,3.33E-11,6.010093429,-8.507069797,1.99E-12,17.73075382
235658_at,-1.209320698,3.33E-11,3.798850143,-8.506792358,1.99E-12,17.72958016
244745_at,-3.842280866,3.33E-11,5.444445,-8.506625785,1.99E-12,17.7288755
229773_at,-1.261407065,3.33E-11,6.57093,-8.506143669,2.00E-12,17.72683597
217645_at,-1.518907519,3.43E-11,4.769664857,-8.499592312,2.05E-12,17.69912114
36129_at,-1.175471354,3.44E-11,9.859693429,-8.498610327,2.06E-12,17.69496693
202819_s_at,1.052936871,3.44E-11,5.985380857,8.498525707,2.06E-12,17.69460895
218586_at,1.038443785,3.45E-11,4.467283429,8.497787408,2.07E-12,17.69148562
210206_s_at,1.7838591,3.46E-11,4.528859,8.497100504,2.08E-12,17.68857971
227357_at,-0.913783213,3.47E-11,8.977453429,-8.495722276,2.09E-12,17.68274918
201266_at,1.232178705,3.54E-11,8.808997429,8.491519884,2.13E-12,17.66497105
227203_at,-0.922976955,3.55E-11,6.972067143,-8.490547352,2.13E-12,17.66085675
223377_x_at,-1.618710681,3.57E-11,7.321322857,-8.48873708,2.15E-12,17.65319836
227764_at,-3.080273415,3.58E-11,3.957609857,-8.488194271,2.16E-12,17.650902
204776_at,-3.762766291,3.67E-11,6.147948857,-8.482168749,2.21E-12,17.62541071
229258_at,-1.978684945,3.68E-11,4.801922857,-8.481580816,2.22E-12,17.62292341
202385_s_at,0.98259688,3.69E-11,4.572515857,8.480611805,2.23E-12,17.61882393
200794_x_at,-0.7359127,3.71E-11,12.15231714,-8.479056281,2.24E-12,17.61224313
204441_s_at,1.169451505,3.72E-11,7.248165143,8.478588393,2.25E-12,17.61026368
35666_at,-1.313367225,3.75E-11,8.994197571,-8.476251148,2.27E-12,17.60037569
218921_at,-1.481411337,3.78E-11,5.845348286,-8.474546473,2.28E-12,17.59316384
231969_at,2.478914113,3.81E-11,5.739178857,8.472411745,2.31E-12,17.58413256
235424_at,-1.048146056,3.82E-11,5.155856571,-8.471817634,2.31E-12,17.58161908
230663_at,0.825322052,3.83E-11,6.673492571,8.470741709,2.32E-12,17.5770672
204407_at,1.285704163,3.86E-11,7.236293571,8.469165102,2.34E-12,17.57039709
202345_s_at,2.327610614,3.89E-11,11.05924686,8.467325313,2.36E-12,17.56261352
208935_s_at,-1.547895181,3.93E-11,9.211436714,-8.464666958,2.38E-12,17.55136681
207508_at,0.876996299,3.93E-11,11.59914857,8.464219376,2.39E-12,17.54947322
213891_s_at,-1.599811632,3.96E-11,10.18178471,-8.462720766,2.40E-12,17.54313302
225309_at,0.863862069,3.97E-11,8.626254286,8.461943296,2.41E-12,17.53984375
222640_at,1.331980908,3.97E-11,6.713077143,8.461608119,2.41E-12,17.5384257
235538_at,-2.303953019,3.99E-11,8.816006286,-8.460589227,2.42E-12,17.53411504
212301_at,-0.680764415,4.01E-11,9.442614143,-8.459113586,2.44E-12,17.52787197
224697_at,-1.059403087,4.01E-11,5.819333857,-8.45907039,2.44E-12,17.52768922
213419_at,-2.902633474,4.02E-11,5.667407143,-8.458254757,2.45E-12,17.52423848
213520_at,1.881232666,4.02E-11,6.207406571,8.458186039,2.45E-12,17.52394775
205066_s_at,-3.230400732,4.05E-11,7.594588143,-8.456025987,2.47E-12,17.51480907
205967_at,1.0518445,4.19E-11,10.86560414,8.44790671,2.56E-12,17.48045804
226608_at,1.562308663,4.19E-11,6.076448571,8.447787199,2.56E-12,17.47995241
226106_at,-1.238676476,4.23E-11,9.310653286,-8.445801612,2.58E-12,17.47155172
204947_at,1.249288209,4.23E-11,6.350204571,8.445212004,2.59E-12,17.46905719
227809_at,-1.481275652,4.30E-11,6.702415,-8.441557165,2.63E-12,17.45359409
228739_at,-1.676566198,4.31E-11,4.010671571,-8.440757868,2.64E-12,17.45021238
211874_s_at,-2.084615248,4.36E-11,6.514689,-8.437915204,2.67E-12,17.43818542
223343_at,-2.392530496,4.37E-11,10.52365657,-8.437214686,2.68E-12,17.4352216
204751_x_at,2.789218646,4.41E-11,7.398299,8.435129354,2.70E-12,17.42639878
210731_s_at,-1.16158344,4.42E-11,5.887211571,-8.434272768,2.71E-12,17.42277465
241408_at,-1.237890757,4.42E-11,5.634017286,-8.434007656,2.72E-12,17.42165299
217525_at,-2.220936854,4.43E-11,5.058413143,-8.433356007,2.72E-12,17.41889592
241336_at,-1.420358865,4.45E-11,4.878504143,-8.432187399,2.74E-12,17.41395164
240221_at,-1.136464382,4.49E-11,9.319360714,-8.430230588,2.76E-12,17.40567253
1559496_at,-1.122055248,4.52E-11,9.821924143,-8.428701236,2.78E-12,17.39920195
229163_at,-2.015622683,4.54E-11,6.101371,-8.427445068,2.79E-12,17.39388718
242804_at,-0.973641783,4.54E-11,5.319746857,-8.427312733,2.79E-12,17.39332728
208002_s_at,1.887208436,4.54E-11,7.083125286,8.427268071,2.79E-12,17.39313831
201327_s_at,0.909954029,4.56E-11,11.10077514,8.425951192,2.81E-12,17.38756667
211695_x_at,-1.806251329,4.57E-11,3.521649,-8.425157715,2.82E-12,17.38420951
238447_at,-2.97783196,4.61E-11,7.969907143,-8.423230893,2.84E-12,17.37605721
217499_x_at,1.899513213,4.61E-11,6.882362714,8.42313637,2.84E-12,17.37565728
235747_at,-1.889164087,4.61E-11,7.383548571,-8.422797545,2.85E-12,17.37422373
228837_at,-1.15002577,4.62E-11,4.134434857,-8.422336459,2.85E-12,17.37227289
242890_at,2.316583154,4.63E-11,6.581827571,8.421686222,2.86E-12,17.36952176
239544_at,-1.382564693,4.63E-11,3.257233143,-8.421397666,2.86E-12,17.36830089
206245_s_at,1.021434222,4.65E-11,9.840735857,8.420424601,2.88E-12,17.36418388
202192_s_at,-2.035625812,4.65E-11,7.085625571,-8.420183173,2.88E-12,17.3631624
239376_at,1.395806156,4.67E-11,6.757292571,8.418964872,2.89E-12,17.3580078
224951_at,-0.722282523,4.70E-11,7.895507429,-8.41745571,2.91E-12,17.35162256
214205_x_at,1.005746913,4.70E-11,6.055911714,8.417181127,2.92E-12,17.3504608
244383_at,-1.219672178,4.73E-11,8.636318857,-8.415469996,2.94E-12,17.34322102
235604_x_at,-0.774053549,4.84E-11,4.298679571,-8.410268817,3.00E-12,17.32121479
218538_s_at,1.054741034,4.84E-11,9.467465857,8.410178914,3.01E-12,17.32083441
213447_at,-0.921442708,4.89E-11,6.328945429,-8.407307075,3.04E-12,17.30868359
222379_at,-4.250002691,4.91E-11,4.907918571,-8.406635023,3.05E-12,17.30584012
228905_at,-1.516439916,4.92E-11,3.993860857,-8.405810717,3.06E-12,17.30235245
214595_at,2.469938402,4.97E-11,5.113932,8.403418593,3.09E-12,17.29223128
201334_s_at,-0.95422439,4.97E-11,10.65489714,-8.403033419,3.10E-12,17.29060159
219212_at,1.39603656,4.99E-11,9.308696143,8.402161289,3.11E-12,17.28691157
204749_at,-2.289303398,5.02E-11,3.834450571,-8.400412597,3.13E-12,17.27951277
218652_s_at,-0.992480101,5.05E-11,8.889400571,-8.399140036,3.15E-12,17.27412849
201939_at,-2.094984373,5.08E-11,9.463356,-8.397694102,3.17E-12,17.26801065
242008_at,1.186501405,5.10E-11,9.015021857,8.396426471,3.19E-12,17.26264722
225225_at,-0.909893701,5.11E-11,10.18714157,-8.395727697,3.20E-12,17.25969066
228805_at,1.647524382,5.12E-11,7.232074429,8.395193926,3.20E-12,17.25743224
222441_x_at,1.184488671,5.16E-11,8.809778143,8.39317935,3.23E-12,17.24890842
227209_at,-2.758770378,5.25E-11,6.064642571,-8.389106575,3.29E-12,17.23167617
229123_at,-1.495407965,5.27E-11,5.774279571,-8.387977661,3.30E-12,17.22689963
213422_s_at,-2.374647595,5.35E-11,8.728248429,-8.384587131,3.35E-12,17.21255398
204793_at,-1.589126081,5.41E-11,3.754224429,-8.381558452,3.39E-12,17.19973932
235542_at,1.08078926,5.45E-11,8.912199571,8.379798397,3.42E-12,17.19229234
232096_x_at,-1.204293373,5.53E-11,6.447948857,-8.376479952,3.47E-12,17.17825162
213664_at,-4.409313591,5.53E-11,6.290795143,-8.376236869,3.47E-12,17.17722311
225821_s_at,-0.785294516,5.59E-11,8.570209714,-8.373737383,3.51E-12,17.16664748
241368_at,-1.268088789,5.62E-11,3.717198143,-8.372004657,3.54E-12,17.1593161
205330_at,-2.758299966,5.65E-11,4.715890857,-8.370908668,3.55E-12,17.15467884
205053_at,1.879266577,5.72E-11,6.387079143,8.367660563,3.60E-12,17.14093568
209080_x_at,1.108411733,5.72E-11,8.487275,8.367543717,3.60E-12,17.14044129
217518_at,-1.87606677,5.73E-11,6.055009857,-8.367103568,3.61E-12,17.13857896
1569030_s_at,1.679429386,5.85E-11,7.862123714,8.362259226,3.69E-12,17.11808189
205133_s_at,0.970148108,5.88E-11,11.35069857,8.360945592,3.71E-12,17.11252372
210962_s_at,-0.975928209,5.89E-11,10.00154629,-8.36024749,3.72E-12,17.10956996
